,3/31/2017,6/30/2017,9/29/2017,12/29/2017,3/30/2018,6/29/2018,9/28/2018,12/31/2018,3/29/2019,6/28/2019,9/30/2019,12/31/2019
MSCI UN Equity,3.545,3.545,3.727,3.727,3.4,3.4,3.545,3.727,3.769,3.769,3.615,3.923
MSEX UW Equity,3,3,3,5,5,3,3,3,3,5,5,5
MSFT UW Equity,4.282,4.351,4.353,4.371,4.459,4.657,4.667,4.722,4.684,4.684,4.784,4.838
MSG UN Equity,4.6,4.636,4.636,4.455,4.4,4.75,4.8,4.778,4.8,4.8,4.778,4.818
MSGN UN Equity,3.833,3.5,3.833,3.833,3.727,3.545,3.769,3.833,3.667,3.5,3,2.818
MSI UN Equity,3.824,4.059,4,4.067,4.333,4.571,4.429,4.429,4.167,4.077,4,4.077
MSM UN Equity,3.143,3.5,3.333,3.526,3.444,3.5,3.714,3.824,3.778,3.625,3.133,2.733
MSON UQ Equity,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,5
MSTR UW Equity,4.2,4,3.4,3.4,3.4,3.5,3,3,3.667,3.667,3.667,3.667
MTB UN Equity,2.833,2.957,3,3.043,3.043,3.174,3.435,3.762,3.545,3.609,3.455,3.238
MTCH UW Equity,4.111,4.222,4.222,4.368,3.889,3.824,3.824,3.947,3.6,3.667,3.636,3.952
MTD UN Equity,3,3,3.308,3.308,3.4,3.143,3.143,3.143,2.692,2.692,2.273,2.273
MTDR UN Equity,4.429,4.6,4.474,4.444,4.556,4.765,4.438,4.05,4.158,4.333,4.4,4.579
MTEM UR Equity,3.667,4,5,5,5,5,5,5,5,5,5,5
MTG UN Equity,4.364,4.7,4.7,4.583,4.769,4.25,4.25,4.25,4.25,4.182,4.182,4.182
MTH UN Equity,2.636,2.727,2.727,2.75,3.75,4,3.818,4,3.364,3.444,3.5,3.222
MTN UN Equity,4.75,4.714,4.75,4.778,4.75,4.556,4.333,4.778,4.556,4.273,4.167,4.167
MTOR UN Equity,3.5,3.667,3.6,3.8,4.111,4.111,4.111,4,3.8,3.6,3.444,3.571
MTRN UN Equity,3,3,3,3,3,3,3,3,3,3,3,3
MTRX UW Equity,4.333,3.667,3.667,3.667,4,4,4,4,3.667,3.667,5,5
MTSC UW Equity,4,4,4,4,4.333,4.333,4,4,4,4,4,3
MTSI UW Equity,4.636,4.6,4.4,3.909,3.667,3.769,3.462,3.462,3.154,3,3.154,3.154
MTW UN Equity,3.133,3.133,3.267,3.625,3.375,3.8,3.714,3.714,3.714,3.615,3.333,3.5
MTX UN Equity,4,4,4,4,4,4,4,4,4.25,3.75,3.6,3.75
MTZ UN Equity,4.333,4.385,4.833,5,4.846,4.833,5,4.846,4.846,4.857,4.846,4.714
MU UW Equity,4.741,4.679,4.759,4.679,4.679,4.469,4.375,4.088,4.03,3.848,3.968,4.121
MUR UN Equity,2.8,2.9,2.882,2.882,3.111,3.118,2.6,3,2.867,3,3.667,3.444
MUSA UN Equity,4.429,4.143,3.75,3.5,3,2.714,2.714,2.667,2.667,2.667,2.667,3
MVBF UR Equity,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,4,3.667,3.667,3.667
MWA UN Equity,4.273,4.333,4.5,4.5,4.167,4.091,3.909,4,3.833,3.727,3.909,3.909
MXIM UW Equity,3.84,3.654,3.654,3.625,3.625,3.652,3.458,3.375,3.304,3.217,3.217,3.217
MXL UN Equity,4.857,4.857,4.857,4.857,4.833,4.286,4.286,4.143,3.857,3.5,3.5,3.889
MYE UN Equity,3,3,3,3,5,5,3.4,3.4,3.4,3.4,3.5,3.5
MYGN UW Equity,3,2.875,2.857,2.867,3,3,2.846,3.308,3.308,3.333,2.6,2.4
MYL UW Equity,4.136,4.318,4.318,4.227,4.227,4.3,4.4,4.556,4.444,4.4,4.444,4.263
MYOK UW Equity,5,5,5,5,5,5,5,5,5,5,5,5
MYRG UW Equity,3.333,3.667,4,4,3.667,3.667,3,3,3,3.4,3.8,3.8
NAT UN Equity,2.364,2.3,2.1,2.3,2.444,2.444,2.889,3.273,3.273,3.625,3.875,4.125
NATH UW Equity,#N/A N/A,,,,,,,,,,,
NATI UW Equity,5,4.333,4.333,4.333,4,3,3,3.667,3.667,3,3,3
NATR UR Equity,#N/A N/A,,,,,,,,,,,
NAV UN Equity,3.111,3.211,3.211,3.158,3.35,3.471,3.625,3.471,3.471,3.333,3.5,3.4
NAVI UW Equity,3.667,3.667,4,3.889,3.6,4,4,4,4.2,4.4,4,3.909
NBEV UR Equity,#N/A N/A,5,5,5,5,5,4.5,4.5,4.6,4.6,4.5,4.5
NBHC UN Equity,3.8,3.4,3.667,3.333,3.667,3.667,3.667,3.667,3.667,3.667,3.667,3.4
NBIX UW Equity,5,5,5,5,5,5,5,4.875,4.625,4.667,4.684,4.6
NBL UW Equity,4.286,4.361,4.364,4.364,4.387,4.355,4.063,4.235,4.235,4.5,4.5,4.613
NBN UQ Equity,5,5,5,5,5,5,5,5,5,5,5,5
NBR UN Equity,4.433,4.321,4.321,4.321,4.207,4.37,4.48,4.444,4.185,4.04,3.667,3.522
NBTB UW Equity,2.6,3,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3,3
NC UN Equity,#N/A N/A,#N/A N/A,5,3,3,3,3,3,3,3,3,3
NCBS UR Equity,4,4,4,3.667,3.667,3.4,3.4,3.4,3.4,3.4,3.4,3.5
NCLH UN Equity,4.095,4.19,4.227,4.174,4.348,4.435,4.455,4.545,4.818,4.7,4.8,4.81
NCMI UW Equity,4.5,3.857,3.75,3.286,3.333,3.333,3.333,3.333,3.333,3.667,3.667,3.667
NCR UN Equity,4.333,4.429,4.5,4.429,4.429,4.429,4.143,4.143,4.143,4.143,4.25,4.111
NCSM UW Equity,#N/A N/A,4.75,4.75,4.75,4.75,4.714,4.75,4,4,3.75,3.5,3.571
NDAQ UW Equity,3.8,3.615,3.8,3.714,3.857,3.8,3.75,3.824,4,3.824,3.778,3.737
NDLS UW Equity,2.818,2.8,2.778,2.75,2.75,3,3,3.75,3.667,3.667,4.2,4.2
NDSN UW Equity,3.769,3.846,4.083,3.917,4.083,3.909,3.8,3.4,3.6,3.444,3.444,3.25
NE UN Equity,3.083,3.057,3.118,3.118,2.97,2.906,3.065,3.323,3.242,3.125,2.8,2.483
NEE UN Equity,4.714,4.647,4.647,4.667,4.684,4.647,4.5,4.4,4.5,4.545,4.524,4.579
NEM UN Equity,3.909,3.909,4.048,4.2,4,3.952,3.9,3.952,4.059,4.111,4.263,4.3
NEO UR Equity,5,5,4.8,4.778,4.778,4.714,5,5,5,5,5,5
NEOG UW Equity,3,3,3,3,3,3,3,3,3.333,3.333,3.333,3
NERV UQ Equity,4.5,4.5,4.667,4.667,4.667,4.667,4.667,4.667,4.667,4.75,4.833,4.833
NESR UR Equity,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,5,5,5,5,5,5
NEU UN Equity,3,3,3,3,3,3,3,3,3,1,3,3
NEWR UN Equity,4.615,4.615,4.308,4.214,4.188,4.125,4.125,4.375,4.529,4.294,4.176,4.176
NEX UN Equity,4.778,4.385,4.2,4.2,4.556,4.579,4.529,4.667,4.474,4.333,4.176,4.474
NEXT UR Equity,#N/A N/A,#N/A N/A,#N/A N/A,5,4,4,3,2.667,2.714,3.25,3,3.222
NFBK UW Equity,3,3,3,3,3,3,3,3,3,3,3,3
NFG UN Equity,3.857,3.571,3.75,3.667,3.889,3.571,3.571,3.333,3,3,3,3.333
NFLX UW Equity,4.091,4.024,4.095,4.045,3.978,4,4.045,4.091,4.136,4.244,4.2,3.957
NG UA Equity,3.667,3.667,4,4.333,4.333,4.333,4.333,4.333,4.333,5,5,5
NGHC UQ Equity,4.4,4.4,4.4,4.4,4.4,4,4,4,4,4.167,4,4
NGM UW Equity,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,5,5,5
NGS UN Equity,5,5,5,5,5,5,5,5,5,5,5,5
NGVC UN Equity,3.222,3,3.25,3.286,3.333,3.333,3.5,3.5,3,3,3,5
NGVT UN Equity,4.25,4.429,4.571,4.571,4.571,4.571,4.571,4.125,4.125,4.375,4.375,4.222
NHC UA Equity,#N/A N/A,,,,,,,,,,,
NHI UN Equity,3.4,3.2,3.2,3,3.167,3.182,3.182,3.5,3.222,2.778,2.778,3
NI UN Equity,3.471,3.444,3.778,3.75,4.125,4.2,3.75,3.75,3.667,3.667,3.533,3.8
NINE UN Equity,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,4.75,4.556,4.667,4.75,5,4.8,4.4,4
NJR UN Equity,3,3,3.222,3.571,3.5,3.286,3,3,2.714,2.714,3.333,3.4
NKE UN Equity,4.162,4.083,4.105,3.872,4.026,3.947,3.949,4.139,4.25,4.306,4.265,4.306
NKSH UR Equity,3,3,3,3,5,5,5,3,5,5,5,3
NKTR UW Equity,5,5,4.75,4.75,4.75,4.636,4.455,4.5,4.429,4.429,4.143,3.667
NL UN Equity,#N/A N/A,1,1,1,1,3,3,3,3,3,3,3
NLOK UW Equity,3.704,3.655,3.679,3.5,3.367,2.931,2.963,3.036,2.862,2.857,2.909,2.917
NLSN UN Equity,4.263,4.111,4.111,4.111,3.941,4.25,4.25,4.111,4.111,4.111,4.059,3.778
NLY UN Equity,2.818,2.6,2.5,2.5,3,3,3,3.286,4.143,4.25,4,3.909
NMIH UQ Equity,5,5,4.6,4.2,4.833,4.857,4.625,4.889,4.9,4.727,4.727,4.75
NMRK UW Equity,#N/A N/A,#N/A N/A,#N/A N/A,5,4.75,4.5,4.5,4.667,4.667,4.5,4.571,4.714
NNBR UW Equity,3.833,4,4,4,4,4,4,4,4.125,4.167,4.4,4.8
NNI UN Equity,4,4,3,4,4,4,4,4,3,3,3,3
NNN UN Equity,3.824,3.75,3.933,4.067,4.067,4.143,4,3.857,3.714,3.714,3.769,3.857
NOC UN Equity,3.857,3.952,3.9,4.053,4.333,4.333,4.273,4.333,4.273,4.381,4.381,4.476
NODK UR Equity,#N/A N/A,,,,,,,,,,,
NOG UA Equity,3,2.5,2.429,2.6,2.5,4.143,4.714,4.714,4.714,4.714,4.714,5
NOV UN Equity,3.189,3.27,3.278,3.278,3.235,3.129,3.267,3.438,3.485,3.375,3.5,3.724
NOVA UN Equity,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,5,5
NOVT UW Equity,4,4.5,4.5,4.667,4.75,4.25,4.25,4.25,4.25,4.25,4,4.25
NOW UN Equity,4.645,4.559,4.606,4.618,4.618,4.656,4.688,4.697,4.595,4.639,4.743,4.541
NP UN Equity,3.75,3.75,3.75,3.75,3.75,3.75,4,4,4,4,3.5,3.5
NPK UN Equity,#N/A N/A,,,,,,,,,,,
NPO UN Equity,4.6,4.6,4.6,5,5,5,5,5,4.6,4.5,4.5,4.5
NPTN UN Equity,4.714,4.556,4.556,4.333,4.111,4.111,4.333,4.111,4.111,4.111,4,4
NR UN Equity,4.333,4.333,4.333,4.556,4.75,4.714,4.75,4.75,4.714,4.667,4.667,4.667
NRC UW Equity,3,3,3,3,3,3,3,3,3,3,3,3
NRG UN Equity,4.375,4.692,4.636,4.333,4.333,4.556,4.6,4.455,4.167,4.333,4.455,4.4
NRIM UW Equity,3,3,3,3,3,3,3,3,3,3,3,3
NRZ UN Equity,4.7,4.667,4.625,4.625,4.857,4.857,4.857,4.889,4.889,4.889,4.9,4.727
NSA UN Equity,3.75,3.75,3.75,4,4,3.889,3.667,3.889,3.75,3.75,3.889,3.889
NSC UN Equity,3.567,3.567,3.536,3.393,3.556,3.63,3.704,3.926,3.704,3.808,3.84,3.76
NSIT UW Equity,2,3,3.667,3.667,3.667,3.667,3.667,3.667,3.667,3.667,4,4
NSP UN Equity,3.8,3.8,4.2,4.2,4.2,4.2,4.2,4.5,4.5,5,5,5
NSSC UW Equity,5,5,5,5,5,5,5,5,5,5,5,5
NSTG UQ Equity,5,4.6,4.6,3.8,3.8,3.8,3.8,4.2,4.5,4.5,4.5,4.6
NTAP UW Equity,3.059,3.273,3.531,3.742,3.871,3.939,3.935,4.097,3.828,3.759,3.448,3.259
NTB UN Equity,4.333,4.333,4,4,4.333,4.333,4.333,4.333,4.667,4.667,4,4
NTCT UW Equity,3.75,3.75,3.857,4,3.75,3.857,3.8,3.8,3.8,3.4,3.4,3
NTGN UW Equity,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,5,5,5,5,5,4
NTGR UW Equity,3.4,3.4,3,4,4,4,4.167,4,3.833,3.714,3.667,3.667
NTLA UQ Equity,5,5,4.429,4.429,4.375,4.571,4.429,4,4.25,4.2,4.333,4.5
NTNX UW Equity,4.056,4.278,4.235,4.5,4.55,4.55,4.474,4.524,4.273,3.957,4.048,4
NTRA UW Equity,5,5,5,5,4.429,4.5,4.429,4.25,4.143,4.143,4.143,4.143
NTRS UW Equity,3.263,3.429,3.429,3.429,3.429,3.524,3.545,3.952,3.545,3.476,3.286,3.2
NTUS UW Equity,4.5,4.6,4.6,4.5,4.2,4.2,4,4,3.667,3.667,3.667,3
NUAN UW Equity,4.333,4.333,4.5,4.75,4.714,4.667,4.6,4.667,4.429,4.429,4.429,4.25
NUE UN Equity,4.125,4.5,4.2,4.067,4.25,4.333,4.467,4.375,4.25,4.067,4.067,4.067
NUS UN Equity,3.75,3.5,3.333,3.333,3,3.286,3.571,4,3.75,4,3.286,3
NUVA UW Equity,4.579,4.579,4.4,4.333,4.333,3.706,3.824,3.737,3.526,3.556,3.444,3.5
NVAX UW Equity,3.5,3.5,3.333,3.286,3.75,3.75,4.143,4.5,4,4,4,4
NVCR UW Equity,4.167,4.5,4.5,4.5,4.667,5,4.714,4.667,4.429,4.5,4.25,4.25
NVDA UW Equity,3.853,3.892,3.946,3.941,3.971,4.214,4.357,4.349,4.143,4.049,4.125,4.25
NVEC UR Equity,5,5,3,3,3,3,3,3,3,3,3,3
NVEE UR Equity,5,5,4.5,4.5,4.5,5,5,4.5,4.5,5,4.75,4.75
NVR UN Equity,3.286,3.286,3.286,3.25,3.25,3.286,3.286,3,3,3,3,3.333
NVRO UN Equity,4.909,4.9,4.9,4.909,4.909,4.417,4.25,3.385,4,4.083,4.1,4.1
NVST UN Equity,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,3,4.308
NVT UN Equity,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,3.714,3.714,3.875,4.375,4.667,3.667,3.667
NVTA UN Equity,4.6,4.6,4.6,4.6,4.667,4.667,4.667,4.714,4.75,4.75,4.714,4.714
NWBI UW Equity,2.6,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.6
NWE UN Equity,3,3,2.2,1.8,1.8,2.2,2.333,2.333,1.4,1.4,2,2.333
NWFL UQ Equity,#N/A N/A,,,,,,,,,,,
NWL UW Equity,4.778,4.647,4.5,4.125,3.5,3.533,3.429,3.333,3.308,3.333,3.462,3.167
NWLI UW Equity,#N/A N/A,,,,,,,,,,,
NWN UN Equity,2.333,2.333,2.5,2.25,2.111,1.857,1.857,1.8,2.143,2.333,2.6,3
NWPX UW Equity,4,5,5,5,5,5,5,5,5,5,5,5
NWS UW Equity,3,2,2,2,2,2,2,2,3,2,2,2
NWSA UW Equity,3.833,3.727,3.833,3.909,3.727,3.6,3.889,3.25,3.25,3,3.222,3.4
NX UN Equity,4.25,4,4.4,4,4,3,3,3.25,3.6,3.6,3.75,3
NXGN UW Equity,2.625,2.625,2.625,2.857,2.625,2.733,2.733,2.867,3.143,3.143,3.143,3
NXRT UN Equity,5,5,5,4.6,4.6,4.667,4.714,4.429,4.5,4.714,4.75,4.6
NXST UW Equity,5,5,5,5,4.667,4.667,4.333,4.833,4.833,4.818,4.818,4.636
NXTC UW Equity,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,5,5,5
NYCB UN Equity,2.867,3,3,2.867,3,3,3,3.118,3.125,3.25,3.5,3.375
NYMT UW Equity,3,3.25,3.5,3.5,3.571,3.667,3.333,3.286,3,3,3.286,3.286
NYT UN Equity,3,3,3,3,2.6,3.8,3.667,3.667,4,4,4,3.857
O UN Equity,3,2.9,3.095,3.19,3.476,3.5,3.4,3.526,3.2,3.3,3.286,3.5
OAS UR Equity,4.162,4.194,4.156,4.129,4,4.094,3.963,3.871,3.833,3.517,3.433,3.214
OBNK UW Equity,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,4,4,4,4,4,4,4.2
OC UN Equity,3.857,4.043,4.043,4.217,4.273,4.238,4.048,3.952,3.857,3.9,3.889,4.158
OCFC UW Equity,4.5,4.5,5,5,5,5,5,5,4.75,4.75,3.857,3.75
OCN UN Equity,2.5,3,3,3,3,3,3,3,3,3,3,3
OCUL UQ Equity,4.833,4,4.167,4.286,4.571,4.833,4.833,4.857,4.857,4.5,4.5,4.4
OCX UA Equity,4.75,4.75,4.75,4.75,4.25,4,4,4.25,4.8,4.8,4.8,4.8
ODC UN Equity,#N/A N/A,,,,,,,,,,,
ODFL UW Equity,3.875,3.875,3.625,3.375,3.375,3.353,3.444,3.588,3.5,3.5,3.25,2.867
ODP UW Equity,3,3,3.25,3,2.714,2.714,2.667,2.6,2.6,1.8,1.5,1.5
ODT UW Equity,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,4.333,4.333,4.333,4.333,5,5,4,3.4
OEC UN Equity,3.857,3.889,4,4,4.143,4.143,3.857,4.25,4.125,4.125,3.875,4
OFC UN Equity,3.462,3.462,3.154,3.308,3.308,3.286,3.429,3.462,3.714,3.533,3.533,3.4
OFG UN Equity,3,3,3,4.333,4.333,4.333,5,5,5,5,5,5
OFIX UW Equity,4.5,4.714,4.714,4.714,4.714,4.75,4.75,4.75,4.429,4.333,4.333,4
OFLX UQ Equity,#N/A N/A,,,,,,,,,,,
OGE UN Equity,3.8,3.8,3.833,3.444,3.8,3.6,3.4,2.818,2.636,2.5,2.667,2.667
OGS UN Equity,2.667,2.667,2.636,2.333,2.2,2.143,2.143,2,2,2.143,2.667,2.667
OHI UN Equity,3,3.222,3.222,3,3,3,3,3.4,3.364,3.444,3.6,3.545
OI UN Equity,3.267,3.267,3.25,3.267,3.4,3.533,3.4,3.4,3.133,3.571,3.571,3.615
OII UN Equity,3.348,3,3.273,3,2.913,3.2,3.235,3.235,3.556,3.75,3.667,4
OIS UN Equity,4,3.857,3.667,3.667,3.632,3.25,3.333,3.471,3.588,3.5,3.375,3.267
OKE UN Equity,3,3.353,3.471,3.444,3.9,3.947,3.889,4.182,4.083,3.88,3.96,4.12
OKTA UW Equity,#N/A N/A,3.8,3.8,4.25,4.455,4.667,4.692,4.529,4.3,4.2,4.158,4.3
OLED UW Equity,3.875,4.222,4.364,4.182,4.5,4.727,4.75,4.769,4.615,4.429,3.867,3.867
OLLI UQ Equity,4.5,4.444,4.333,4,4,3.8,4.2,4.143,4.143,4.2,4.333,4.429
OLN UN Equity,4,4.154,4.214,4.214,4.438,4.188,4.214,4.118,4.111,4.211,4.056,3.647
OLP UN Equity,3,3,3,3,3,3,3,3,3,3,3,3
OMC UN Equity,3.105,3,3.211,3.333,3.333,3.211,3,2.875,2.882,2.875,2.765,2.882
OMCL UW Equity,4.5,4.25,4.25,4.25,4,4,4.25,4.25,4.25,4,4.25,4.25
OMER UQ Equity,5,4.714,4.667,4.667,4.2,4.2,4.2,4.2,4,4.2,4.2,4.2
OMF UN Equity,3.611,3.882,4.071,3.733,4.188,4.353,4.278,4.353,4.471,4.471,4.706,4.706
OMI UN Equity,1.889,2.111,2.5,2.429,2.556,2.333,2.333,2.333,2.2,2,1.857,1.857
OMN UN Equity,4.333,4.5,4.5,4.4,4.4,4,4,4,4,4,3.25,3.333
ON UW Equity,4.632,4.35,4.25,4.15,4.15,4.15,4,3.913,4,4.042,4.115,4.074
ONB UW Equity,3,3.2,3.4,3.6,3.8,3.6,3.4,3.4,3.4,3.4,3.4,3
ONDK UN Equity,3.235,3.286,3.308,3.333,3.308,3.308,3,3.462,3.333,3.333,3.615,3.615
ONTO UN Equity,4,4.5,4.5,4.5,4.5,4,3.5,4,4,4.667,4.667,5
OOMA UN Equity,4.833,3.714,3.5,3.5,3.833,3.833,3.833,4.167,4.167,4.167,3.833,4.4
OPB UW Equity,3.333,3.333,3.4,3.667,3.333,3.333,3,3,3,3,3.4,3.8
OPBK UQ Equity,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,3,3,3,3,4,4,4
OPCH UW Equity,4.667,4.667,5,5,5,5,5,5,4.667,5,5,5
OPI UW Equity,2,1.4,2.143,2.143,2.143,2.143,2.143,2.429,2.429,3,3,2.6
OPK UW Equity,4.667,4.6,4.333,4.333,4,4,3.571,3,4,4,5,4.6
OPRT UW Equity,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,4.833
OPRX UR Equity,#N/A N/A,#N/A N/A,#N/A N/A,5,5,5,5,5,5,5,5,5
OPTN UW Equity,#N/A N/A,#N/A N/A,#N/A N/A,5,5,5,5,5,5,5,5,5
OPY UN Equity,5,5,5,5,5,5,5,5,5,5,5,5
ORA UN Equity,3.714,4.286,4.286,4.5,4.429,3.571,3.857,3.857,3.333,3.571,3.286,2.714
ORBC UW Equity,5,5,5,5,5,5,5,5,4.429,4.429,4.714,5
ORC UN Equity,4.333,4.333,4.333,5,5,5,5,4,3,3,3,3
ORCL UN Equity,4.243,4.333,4.471,4.405,4.297,4.056,3.919,3.842,3.375,3.2,3.265,3.2
ORGO UR Equity,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,5,5,5
ORI UN Equity,4,4,4,4,4,4.5,4.5,4.5,4.5,4.5,4,4
ORLY UW Equity,4.393,4.357,4.333,4.333,4.407,4.28,4.28,4.304,4.083,3.909,3.857,3.783
ORRF UR Equity,3,3,3.667,3.667,3.667,4.333,4.333,5,4.333,4.5,4.5,4.5
OSBC UW Equity,3,3,3,3.5,4,4,4,4,4,4.6,4.6,4.6
OSG UN Equity,3,3,3,3,3,3,3,3,3,3,3,3
OSIS UW Equity,4.75,4.833,4.833,4.8,4.5,4.167,4.4,4.4,4.4,4.25,4.25,4.25
OSK UN Equity,4,4,4.125,4.125,4.176,4.125,3.941,3.824,4.059,3.706,3.778,3.824
OSMT UW Equity,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,5,5,5,5,5
OSPN UR Equity,4.333,4.5,4.5,4.5,4.5,4.333,4.333,5,4.6,4.667,4.6,4.6
OSTK UQ Equity,5,5,5,5,5,5,5,5,5,5,5,5
OSUR UW Equity,4.667,5,5,4.6,4.6,4.5,4,3.8,3.5,3,3,3
OSW UR Equity,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,5,5,5,5,4.6
OTTR UW Equity,3.667,3.667,3.667,3.667,3,2.333,2.333,2,1,3,3,4
OUT UN Equity,3.6,3.889,4,4,3.857,3.857,3.571,3.75,3.667,3.889,3.889,3.889
OVBC UQ Equity,#N/A N/A,,,,,,,,,,,
OVLY UR Equity,#N/A N/A,,,,,,,,,,,
OXM UN Equity,4.556,4.5,4.25,4,4.25,4.25,4.25,4,4,4,4.143,4.143
OXY UN Equity,3.37,3.429,3.385,3.444,3.615,4.077,4.28,4.333,4.111,3.286,3.172,3.107
OYST UW Equity,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,5
OZK UW Equity,4.6,4.6,4.4,4.4,4,4.077,3.769,3.308,3.462,3.364,3.4,3.4
PACB UW Equity,4.429,4.429,4,3.667,3.667,3.667,3.667,3.571,3.333,3,3,3.5
PACD UN Equity,1.889,1.857,2,1.667,1,1,1,3.667,4.286,4,4.857,4.875
PACW UW Equity,4.182,4.25,4.308,4,4,4.154,4.25,4.25,4.083,4.083,4,3.917
PAG UN Equity,3.846,4,4.308,4.25,4.4,4.75,4.556,4.6,4.455,4.455,4.455,4.091
PAHC UQ Equity,3.333,2.6,2.333,2.333,1.8,1.8,2,2,2,2.333,2.667,2.667
PANW UN Equity,4.079,4.075,4.308,4.462,4.526,4.474,4.526,4.513,4.634,4.605,4.541,4.525
PAR UN Equity,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,5,4.333,5,5
PARR UN Equity,5,5,5,5,5,5,4.333,4.333,4.5,4.333,4.333,4.143
PATK UW Equity,4.25,4.5,4.5,4.571,4.571,4.571,4.571,4.571,4.571,4,4,4
PAYC UN Equity,4.571,4.6,4.467,4.375,4.375,4.067,4,3.933,3.933,3.875,3.706,3.778
PAYS UR Equity,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,5,5,4.333,4.5,4.6
PAYX UW Equity,2.652,2.714,2.905,3.1,3,3,2.9,3,3,2.909,2.913,2.909
PB UN Equity,3.111,3,3,3,2.875,2.875,3,3.125,3,3.133,3.143,3
PBCT UW Equity,2.455,2.636,2.636,2.636,2.667,3.167,3.167,3.167,3.333,3.333,3.364,3.333
PBF UN Equity,3.353,3.222,3.353,3.353,3.118,3.133,3.5,3.5,3.5,3.75,3.941,4.125
PBFS UR Equity,#N/A N/A,,,,,,,,,,,
PBH UN Equity,3.857,4.429,4.429,4.714,4.429,4.333,4.2,4.2,3.8,3.8,4,3.8
PBI UN Equity,4.2,3.8,3.8,3.8,3.8,3.8,4,4,3.667,3.667,3.4,3.4
PBIP UQ Equity,#N/A N/A,,,,,,,,,,,
PBPB UW Equity,3.333,3,3,3,3,3,3,3.333,3.4,3,3,2.6
PBYI UW Equity,4.429,4.714,4.778,4.778,4.5,4,3.889,3,2.8,2.556,2.556,2.6
PCAR UW Equity,3.667,3.667,3.64,3.462,3.444,3.231,3.24,3.231,3.154,3,2.913,3.087
PCB UW Equity,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,4.333,4.333,4.333,4.333,4.333,4
PCG UN Equity,4.3,4.222,4.176,3.375,3.353,3.471,4,3.889,3,3,3,3
PCH UW Equity,3.25,2.5,2.5,2.25,2.75,3.5,3.571,4,4.333,4.5,4,4
PCRX UW Equity,4.154,4.308,4.313,3.882,3.789,3.789,3.529,3.688,3.438,3.765,4.154,4.214
PCSB UR Equity,#N/A N/A,5,5,5,5,5,5,5,4,4,4,4
PCTY UW Equity,4.4,4.235,4.235,4.235,4.353,4.313,4.4,4.4,4.4,4.438,4.278,4.105
PCYO UR Equity,5,5,5,5,5,5,5,5,5,5,5,5
PD UN Equity,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,3.857,4.143,4.111
PDCE UW Equity,4.357,4.077,4.478,4.36,4.458,4.583,4.429,4.25,4.333,4.385,4.565,4.6
